text,label
"Buat Kuota-nya average, gak lebih.","Netral"
"Kursi di sini worth it nyata!","Positif"
"Gak nyangka Satpam-nya bakal kasar gini.","Negatif"
"Gym di sini rapi jujur!","Positif"
"Kualitas susah rupanya, kecewa.","Negatif"
"Gak nyangka Scanner-nya bakal sempit gini.","Negatif"
"Lemari di sini premium nyata!","Positif"
"Jendela di sini modern asli!","Positif"
"Buat Admin-nya cukup terang, gak lebih.","Netral"
"Admin cukup nyaman sih menurutku.","Netral"
"Interface masih oke sih menurutku.","Netral"
"Kualitas di sini luar biasa benar-benar!","Positif"
"Security cukup luas sih menurutku.","Netral"
"Gak nyangka Minuman-nya bakal merugikan gini.","Negatif"
"Laptop di sini oke punya benar-benar!","Positif"
"Buat Baju-nya cukup, gak lebih.","Netral"
"Buat Ukuran-nya sesuai deskripsi, gak lebih.","Netral"
"jujur Odol-nya luas.","Positif"
"Gym di sini mewah benar-benar!","Positif"
"Remote cukup baik sih menurutku.","Netral"
"Baterai aneh serius, kecewa.","Negatif"
"Admin parah pasti, kecewa.","Negatif"
"dijamin Lampu-nya sangat memuaskan.","Positif"
"Bantal alay yakin, kecewa.","Negatif"
"Gak nyangka Headset-nya bakal berantakan gini.","Negatif"
"akhirnya Sepatu-nya keren banget.","Positif"
"ternyata Tangga-nya luar biasa.","Positif"
"tentu Pengiriman-nya worth it.","Positif"
"Buat Kipas-nya cukup lengkap, gak lebih.","Netral"
"jelas Baju-nya berkelas.","Positif"
"Suasana di sini harum banget!","Positif"
"AC sangat mengecewakan beneran, kecewa.","Negatif"
"Tas di sini luas benar-benar!","Positif"
"jujur Supir-nya canggih.","Positif"
"Gak nyangka Tablet-nya bakal tidak sesuai gini.","Negatif"
"Buat Sinyal-nya sesuai harga, gak lebih.","Netral"
"pasti Buku-nya terawat.","Positif"
"Kolam cukup nyaman sih menurutku.","Netral"
"Kasur di sini estetik pastinya!","Positif"
"Sabun normal sih menurutku.","Netral"
"Buat Mouse-nya bisa dimaklumi, gak lebih.","Netral"
"Pintu berisik pastinya, kecewa.","Negatif"
"Gak nyangka Kualitas-nya bakal hancur gini.","Negatif"
"Gak nyangka Interface-nya bakal tidak layak gini.","Negatif"
"Gak nyangka Kuota-nya bakal usang gini.","Negatif"
"Toilet menjijikkan asli, kecewa.","Negatif"
"sekali Kamar-nya sangat memuaskan.","Positif"
"Gak nyangka Jendela-nya bakal susah gini.","Negatif"
"Gak nyangka Air-nya bakal kasar gini.","Negatif"
"memang Koneksi-nya oke punya.","Positif"
"Lobby rusak pasti, kecewa.","Negatif"
"Game di sini sejuk sungguh!","Positif"
"Gak nyangka Kualitas-nya bakal bau gini.","Negatif"
"Gak nyangka Jam tangan-nya bakal norak gini.","Negatif"
"Buat Musik-nya cukup responsif, gak lebih.","Netral"
"Selimut cukup lengkap sih menurutku.","Netral"
"HP cukup lengkap sih menurutku.","Netral"
"Buat Website-nya bisa dimaklumi, gak lebih.","Netral"
"Mouse terlalu biasa sih menurutku.","Netral"
"Kuota sangat mengecewakan pokoknya, kecewa.","Negatif"
"Gak nyangka Lemari-nya bakal usang gini.","Negatif"
"Jam tangan di sini responsif akhirnya!","Positif"
"Koneksi norak banget, kecewa.","Negatif"
"Gak nyangka Jam tangan-nya bakal rusak gini.","Negatif"
"Gak nyangka Game-nya bakal mahal gini.","Negatif"
"sekali Air-nya kreatif.","Positif"
"sungguh HP-nya steril.","Positif"
"Gak nyangka Tablet-nya bakal membingungkan gini.","Negatif"
"Gak nyangka Celana-nya bakal jorok gini.","Negatif"
"pokoknya Tombol-nya harum.","Positif"
"Suasana cukup membantu sih menurutku.","Netral"
"Warna cukup aman sih menurutku.","Netral"
"banget Gas-nya nyaman.","Positif"
"Gak nyangka Shower-nya bakal norak gini.","Negatif"
"jujur Sprei-nya tenang.","Positif"
"Baterai sesuai harga sih menurutku.","Netral"
"Gak nyangka Jendela-nya bakal penipuan gini.","Negatif"
"sumpah Listrik-nya canggih.","Positif"
"Sepatu cukup luas sih menurutku.","Netral"
"Gak nyangka Keyboard-nya bakal kuno gini.","Negatif"
"Desain di sini lega dijamin!","Positif"
"Sprei aneh yakin, kecewa.","Negatif"
"Hotel berkarat asli, kecewa.","Negatif"
"Kamar mandi alay sumpah, kecewa.","Negatif"
"Wifi cukup nyaman sih menurutku.","Netral"
"Remote usang asli, kecewa.","Negatif"
"Gak nyangka AC-nya bakal usang gini.","Negatif"
"AC aneh pastinya, kecewa.","Negatif"
"Buat Warna-nya standar, gak lebih.","Netral"
"Lemari di sini tenang benar-benar!","Positif"
"Sabun cukup aman sih menurutku.","Netral"
"Gak nyangka Lobby-nya bakal gelap gini.","Negatif"
"Sampo cukup terang sih menurutku.","Netral"
"Gak nyangka Aplikasi-nya bakal lelet gini.","Negatif"
"Gak nyangka Kamera-nya bakal pengap gini.","Negatif"
"Buat Guling-nya sedang-sedang saja, gak lebih.","Netral"
"Film cukup luas sih menurutku.","Netral"
"Lampu berdebu nyata, kecewa.","Negatif"
"Gak nyangka Jam tangan-nya bakal susah gini.","Negatif"
"TV di sini nyaman sumpah!","Positif"
"Tablet cukup sih menurutku.","Netral"
"Gak nyangka Monitor-nya bakal jadul gini.","Negatif"
"Lobby di sini mudah digunakan nyata!","Positif"
"tadinya Pulsa-nya aman.","Positif"
"pasti Staff-nya oke punya.","Positif"
"Fitur cukup dingin sih menurutku.","Netral"
"Gak nyangka Sampo-nya bakal jelek gini.","Negatif"
"Admin di sini mudah digunakan awalnya!","Positif"
"Produk cukup baik sih menurutku.","Netral"
"Tiket perlu ditingkatkan sih menurutku.","Netral"
"Pintu di sini indah pokoknya!","Positif"
"dijamin Tangga-nya patut dicoba.","Positif"
"ternyata Produk-nya canggih.","Positif"
"nyata Lantai-nya harum.","Positif"
"Desain jelek banget, kecewa.","Negatif"
"Mouse cukup tenang sih menurutku.","Netral"
"rupanya Sinyal-nya mantap.","Positif"
"Pulsa rusak jelas, kecewa.","Negatif"
"asli Remote-nya kreatif.","Positif"
"tentu Sabun-nya nyaman.","Positif"
"Buat Kamar-nya standar pabrik, gak lebih.","Netral"
"Buat Pintu-nya cukup responsif, gak lebih.","Netral"
"Pintu di sini bersih pastinya!","Positif"
"Wifi di sini modern jelas!","Positif"
"Meja cukup ramah sih menurutku.","Netral"
"Buat Sikat gigi-nya cukup nyaman, gak lebih.","Netral"
"serius Tempat-nya aman.","Positif"
"Taman berisik sungguh, kecewa.","Negatif"
"Listrik parah ternyata, kecewa.","Negatif"
"sungguh Sampo-nya recommended.","Positif"
"Spa menjijikkan rupanya, kecewa.","Negatif"
"Sprei di sini worth it tentu!","Positif"
"Sepatu jadul sekali, kecewa.","Negatif"
"Buat Kipas-nya bisa dimaklumi, gak lebih.","Netral"
"Sepatu standar sih menurutku.","Netral"
"Gak nyangka Jam tangan-nya bakal jadul gini.","Negatif"
"nyata Headset-nya luas.","Positif"
"Parkiran sedang-sedang saja sih menurutku.","Netral"
"Gak nyangka AC-nya bakal hancur gini.","Negatif"
"Buat Warna-nya perlu ditingkatkan, gak lebih.","Netral"
"nyata Kamar mandi-nya cepat.","Positif"
"Minuman sangat mengecewakan sumpah, kecewa.","Negatif"
"Kolam sesuai harga sih menurutku.","Netral"
"Film cukup membantu sih menurutku.","Netral"
"Gak nyangka Fitur-nya bakal membingungkan gini.","Negatif"
"akhirnya Sprei-nya bersih.","Positif"
"Gak nyangka Kasir-nya bakal berisik gini.","Negatif"
"Gak nyangka Kualitas-nya bakal lelet gini.","Negatif"
"Film di sini premium awalnya!","Positif"
"Buat Toilet-nya cukup tenang, gak lebih.","Netral"
"Gak nyangka Sikat gigi-nya bakal gagal gini.","Negatif"
"Celana cukup nyaman sih menurutku.","Netral"
"AC usang dijamin, kecewa.","Negatif"
"Security alay sekali, kecewa.","Negatif"
"Buat Sampo-nya standar pabrik, gak lebih.","Netral"
"Pengiriman norak yakin, kecewa.","Negatif"
"Kasur gelap asli, kecewa.","Negatif"
"Koneksi agak kurang sih menurutku.","Netral"
"Buat Kasir-nya cukup nyaman, gak lebih.","Netral"
"Security hancur asli, kecewa.","Negatif"
"sumpah Sikat gigi-nya harum.","Positif"
"Jam tangan berdebu jelas, kecewa.","Negatif"
"Buat Tiket-nya seperti biasa, gak lebih.","Netral"
"Harga tidak sesuai awalnya, kecewa.","Negatif"
"Bantal pengap rupanya, kecewa.","Negatif"
"Monitor panas jelas, kecewa.","Negatif"
"Buat Pulsa-nya cukup panas, gak lebih.","Netral"
"Gas seperti biasa sih menurutku.","Netral"
"Buat Kualitas-nya perlu ditingkatkan, gak lebih.","Netral"
"Buat Kipas-nya cukup ramah, gak lebih.","Netral"
"sungguh Laptop-nya steril.","Positif"
"Buat Gym-nya sedang-sedang saja, gak lebih.","Netral"
"Baterai jelek dijamin, kecewa.","Negatif"
"Gak nyangka Sepatu-nya bakal tidak sesuai gini.","Negatif"
"Tempat di sini indah akhirnya!","Positif"
"Interface cukup cepat sih menurutku.","Netral"
"Buat HP-nya cukup, gak lebih.","Netral"
"pastinya Film-nya patut dicoba.","Positif"
"Spa di sini estetik sungguh!","Positif"
"Pelayan di sini aman ternyata!","Positif"
"Gak nyangka Guling-nya bakal menjijikkan gini.","Negatif"
"Sikat gigi bau jelas, kecewa.","Negatif"
"Gak nyangka Air-nya bakal susah gini.","Negatif"
"Meja cukup membantu sih menurutku.","Netral"
"Buat Supir-nya biasa saja, gak lebih.","Netral"
"Monitor lambat yakin, kecewa.","Negatif"
"Gym di sini terawat awalnya!","Positif"
"rupanya Printer-nya nyaman.","Positif"
"Kamar di sini oke punya pasti!","Positif"
"Buat Resepsionis-nya not bad, gak lebih.","Netral"
"Meja di sini rapi pastinya!","Positif"
"Sinyal di sini harum jelas!","Positif"
"asli Lobby-nya rapi.","Positif"
"Gak nyangka Headset-nya bakal lebay gini.","Negatif"
"Odol kusam benar-benar, kecewa.","Negatif"
"Gym di sini berkelas beneran!","Positif"
"Mouse terlalu biasa sih menurutku.","Netral"
"Gak nyangka Produk-nya bakal jelek gini.","Negatif"
"Remote di sini luar biasa benar-benar!","Positif"
"Lemari di sini eksklusif asli!","Positif"
"Dinding di sini eksklusif memang!","Positif"
"serius Antrian-nya unik.","Positif"
"Laptop masih oke sih menurutku.","Netral"
"Gak nyangka Minuman-nya bakal berisik gini.","Negatif"
"Buat Wastafel-nya not bad, gak lebih.","Netral"
"Gak nyangka Baterai-nya bakal penipuan gini.","Negatif"
"Gak nyangka Pintu-nya bakal jadul gini.","Negatif"
"Gak nyangka Kamar mandi-nya bakal usang gini.","Negatif"
"Hotel di sini responsif tadinya!","Positif"
"Wastafel kampungan awalnya, kecewa.","Negatif"
"Taman di sini mewah pastinya!","Positif"
"Tombol di sini indah memang!","Positif"
"sekali Koneksi-nya higienis.","Positif"
"Shower tidak sesuai akhirnya, kecewa.","Negatif"
"tentu Game-nya canggih.","Positif"
"Koneksi lebay serius, kecewa.","Negatif"
"Atap kotor nyata, kecewa.","Negatif"
"Buat Kamera-nya cukup responsif, gak lebih.","Netral"
"Sikat gigi sesuai harga sih menurutku.","Netral"
"Tombol sesuai harga sih menurutku.","Netral"
"Lift di sini lega tentu!","Positif"
"Gak nyangka Website-nya bakal kotor gini.","Negatif"
"Buat Listrik-nya cukup ramah, gak lebih.","Netral"
"pasti Lemari-nya patut dicoba.","Positif"
"Gak nyangka Selimut-nya bakal membosankan gini.","Negatif"
"Fitur buruk sekali jelas, kecewa.","Negatif"
"Antrian not bad sih menurutku.","Netral"
"jelas Sikat gigi-nya luas.","Positif"
"Pintu cukup memadai sih menurutku.","Netral"
"Kamar seram asli, kecewa.","Negatif"
"Buat Kamera-nya cukup bersih, gak lebih.","Netral"
"Buat Taman-nya cukup lengkap, gak lebih.","Netral"
"Buat Tas-nya cukup lengkap, gak lebih.","Netral"
"jelas Bantal-nya terbaik.","Positif"
"Produk buruk sekali asli, kecewa.","Negatif"
"Kualitas seram pokoknya, kecewa.","Negatif"
"Gak nyangka Website-nya bakal kotor gini.","Negatif"
"Lantai seram memang, kecewa.","Negatif"
"Kolam cukup bersih sih menurutku.","Netral"
"Koki cukup cepat sih menurutku.","Netral"
"Buat Game-nya seperti biasa, gak lebih.","Netral"
"Game di sini estetik pastinya!","Positif"
"Wastafel bau jelas, kecewa.","Negatif"
"Tiket penipuan nyata, kecewa.","Negatif"
"Gak nyangka Parkir-nya bakal mahal gini.","Negatif"
"Buat Loading-nya masih oke, gak lebih.","Netral"
"Kamar cukup cepat sih menurutku.","Netral"
"Kolam sesuai harga sih menurutku.","Netral"
"yakin Bensin-nya steril.","Positif"
"Supir di sini steril asli!","Positif"
"Meja merugikan benar-benar, kecewa.","Negatif"
"jelas Pintu-nya eksklusif.","Positif"
"Gak nyangka Kulkas-nya bakal hancur gini.","Negatif"
"Gak nyangka Pelayan-nya bakal gagal gini.","Negatif"
"Ukuran di sini kreatif awalnya!","Positif"
"Tablet terlalu biasa sih menurutku.","Netral"
"Kasur cukup responsif sih menurutku.","Netral"
"Interface panas asli, kecewa.","Negatif"
"Keyboard sempit rupanya, kecewa.","Negatif"
"Gak nyangka Desain-nya bakal hancur gini.","Negatif"
"Laptop di sini oke punya tadinya!","Positif"
"Lantai di sini estetik awalnya!","Positif"
"Buat Wifi-nya cukup bersih, gak lebih.","Netral"
"Admin sempit akhirnya, kecewa.","Negatif"
"jelas Monitor-nya rapi.","Positif"
"Laptop di sini kreatif tadinya!","Positif"
"Gak nyangka HP-nya bakal membingungkan gini.","Negatif"
"yakin Produk-nya responsif.","Positif"
"rupanya Tombol-nya keren banget.","Positif"
"Satpam di sini harum beneran!","Positif"
"Buat Sabun-nya agak kurang, gak lebih.","Netral"
"Celana terlalu biasa sih menurutku.","Netral"
"Resepsionis cacat jujur, kecewa.","Negatif"
"serius Lift-nya tertata.","Positif"
"Buat Minuman-nya standar, gak lebih.","Netral"
"nyata Sinyal-nya inovatif.","Positif"
"Gak nyangka Lemari-nya bakal lelet gini.","Negatif"
"Buat Kasur-nya sesuai deskripsi, gak lebih.","Netral"
"Meja lelet banget, kecewa.","Negatif"
"dijamin Admin-nya keren banget.","Positif"
"Website kuno banget, kecewa.","Negatif"
"Buat Supir-nya cukup panas, gak lebih.","Netral"
"Buat Air-nya standar pabrik, gak lebih.","Netral"
"Gak nyangka Kuota-nya bakal gelap gini.","Negatif"
"Wastafel di sini sangat membantu pokoknya!","Positif"
"Buat Shower-nya cukup ramah, gak lebih.","Netral"
"dijamin Jam tangan-nya responsif.","Positif"
"Kualitas cukup sih menurutku.","Netral"
"Buku di sini premium pasti!","Positif"
"Scanner di sini rapi asli!","Positif"
"Toilet di sini terawat sekali!","Positif"
"Scanner cukup ramah sih menurutku.","Netral"
"Koneksi bau sekali, kecewa.","Negatif"
"Website lelet akhirnya, kecewa.","Negatif"
"Buat Selimut-nya sesuai harga, gak lebih.","Netral"
"beneran Minuman-nya inovatif.","Positif"
"Buat Desain-nya cukup tenang, gak lebih.","Netral"
"Sabun di sini unik pastinya!","Positif"
"Gak nyangka Kulkas-nya bakal lebay gini.","Negatif"
"Gak nyangka Harga-nya bakal gelap gini.","Negatif"
"Gak nyangka Musik-nya bakal membingungkan gini.","Negatif"
"Gak nyangka Pelayanan-nya bakal gelap gini.","Negatif"
"Meja cukup terang sih menurutku.","Netral"
"Buat Headset-nya masih oke, gak lebih.","Netral"
"Pelayan di sini lega jujur!","Positif"
"Koneksi di sini eksklusif pastinya!","Positif"
"Buat Monitor-nya seperti biasa, gak lebih.","Netral"
"Guling bisa dimaklumi sih menurutku.","Netral"
"dijamin Suasana-nya oke punya.","Positif"
"Buat Admin-nya standar pabrik, gak lebih.","Netral"
"Jendela tidak ada yang spesial sih menurutku.","Netral"
"AC hancur akhirnya, kecewa.","Negatif"
"jelas Musik-nya berkelas.","Positif"
"Toilet lelet sungguh, kecewa.","Negatif"
"jujur Antrian-nya canggih.","Positif"
"Atap aneh banget, kecewa.","Negatif"
"Gak nyangka Bantal-nya bakal aneh gini.","Negatif"
"Sampo seram rupanya, kecewa.","Negatif"
"TV cukup nyaman sih menurutku.","Netral"
"Staff average sih menurutku.","Netral"
"Resepsionis di sini rapi tentu!","Positif"
"Kamar di sini recommended jujur!","Positif"
"Gak nyangka Kualitas-nya bakal jorok gini.","Negatif"
"nyata HP-nya bikin nagih.","Positif"
"Gak nyangka Lantai-nya bakal jadul gini.","Negatif"
"tentu Supir-nya kreatif.","Positif"
"Kamar mandi hancur dijamin, kecewa.","Negatif"
"Buat Makanan-nya cukup aman, gak lebih.","Netral"
"Game sempit jujur, kecewa.","Negatif"
"Toilet lebay jelas, kecewa.","Negatif"
"Kamar mandi di sini unik jelas!","Positif"
"Gak nyangka Printer-nya bakal merugikan gini.","Negatif"
"TV di sini patut dicoba benar-benar!","Positif"
"Gak nyangka Harga-nya bakal jadul gini.","Negatif"
"nyata Warna-nya instagramable.","Positif"
"Buat AC-nya cukup baik, gak lebih.","Netral"
"Selimut di sini oke punya nyata!","Positif"
"Shower sesuai deskripsi sih menurutku.","Netral"
"Staff cukup nyaman sih menurutku.","Netral"
"Gak nyangka Sinyal-nya bakal usang gini.","Negatif"
"Guling norak pokoknya, kecewa.","Negatif"
"Security di sini modern dijamin!","Positif"
"Buat Guling-nya sesuai deskripsi, gak lebih.","Netral"
"Sikat gigi hancur dijamin, kecewa.","Negatif"
"Buat Buku-nya perlu ditingkatkan, gak lebih.","Netral"
"Koki di sini instagramable serius!","Positif"
"Game jorok rupanya, kecewa.","Negatif"
"Lobby di sini juara banget!","Positif"
"Buat Kuota-nya cukup lengkap, gak lebih.","Netral"
"Satpam standar pabrik sih menurutku.","Netral"
"Dinding penipuan tadinya, kecewa.","Negatif"
"Taman berkarat pasti, kecewa.","Negatif"
"AC di sini elegan pastinya!","Positif"
"Buat Minuman-nya lumayan, gak lebih.","Netral"
"Kuota di sini modern tadinya!","Positif"
"pastinya Website-nya berkelas.","Positif"
"Buat Air-nya cukup luas, gak lebih.","Netral"
"pasti Mouse-nya lega.","Positif"
"Baju normal sih menurutku.","Netral"
"Buat Hotel-nya lumayan, gak lebih.","Netral"
"pokoknya Koki-nya luas.","Positif"
"Buat Loading-nya cukup lengkap, gak lebih.","Netral"
"Atap di sini juara asli!","Positif"
"Atap bikin emosi pasti, kecewa.","Negatif"
"Gak nyangka Aplikasi-nya bakal berisik gini.","Negatif"
"Desain berantakan sekali, kecewa.","Negatif"
"tadinya Parkiran-nya terawat.","Positif"
"Buat Tombol-nya agak kurang, gak lebih.","Netral"
"Gak nyangka Jam tangan-nya bakal hancur gini.","Negatif"
"Bantal agak kurang sih menurutku.","Netral"
"jelas Taman-nya tertata.","Positif"
"Buat Minuman-nya cukup, gak lebih.","Netral"
"Gak nyangka Admin-nya bakal sempit gini.","Negatif"
"Kasur cukup bersih sih menurutku.","Netral"
"Lobby membingungkan pastinya, kecewa.","Negatif"
"Shower di sini damai tentu!","Positif"
"Hotel cukup nyaman sih menurutku.","Netral"
"Guling jelek sungguh, kecewa.","Negatif"
"Buat Celana-nya cukup membantu, gak lebih.","Netral"
"Buat AC-nya cukup terang, gak lebih.","Netral"
"Gak nyangka Hotel-nya bakal berantakan gini.","Negatif"
"Gak nyangka Sampo-nya bakal gagal gini.","Negatif"
"Gak nyangka Ukuran-nya bakal ribet gini.","Negatif"
"sumpah Suasana-nya tenang.","Positif"
"Gak nyangka Sikat gigi-nya bakal jorok gini.","Negatif"
"Pelayanan cacat memang, kecewa.","Negatif"
"Buat Listrik-nya sedang-sedang saja, gak lebih.","Netral"
"Resepsionis cukup luas sih menurutku.","Netral"
"akhirnya Koki-nya bikin nagih.","Positif"
"Gak nyangka Bantal-nya bakal sempit gini.","Negatif"
"Gak nyangka Mouse-nya bakal sangat mengecewakan gini.","Negatif"
"Baju membingungkan memang, kecewa.","Negatif"
"Buku perlu ditingkatkan sih menurutku.","Netral"
"Gak nyangka Listrik-nya bakal sempit gini.","Negatif"
"Shower standar pabrik sih menurutku.","Netral"
"sumpah Lantai-nya unik.","Positif"
"Celana berisik tentu, kecewa.","Negatif"
"Website seperti biasa sih menurutku.","Netral"
"Gak nyangka Produk-nya bakal tidak layak gini.","Negatif"
"Tempat cukup ramah sih menurutku.","Netral"
"Buat Harga-nya standar pabrik, gak lebih.","Netral"
"Buat Atap-nya cukup, gak lebih.","Netral"
"Suasana panas ternyata, kecewa.","Negatif"
"Kurir pengap benar-benar, kecewa.","Negatif"
"benar-benar Laptop-nya bersih.","Positif"
"Desain bisa dimaklumi sih menurutku.","Netral"
"pastinya Printer-nya luas.","Positif"
"Satpam gagal banget, kecewa.","Negatif"
"banget Harga-nya unik.","Positif"
"Parkir di sini juara nyata!","Positif"
"pastinya Pintu-nya nyaman.","Positif"
"Sprei normal sih menurutku.","Netral"
"Gak nyangka Tiket-nya bakal tidak sesuai gini.","Negatif"
"Harga buruk sekali benar-benar, kecewa.","Negatif"
"Pintu usang sumpah, kecewa.","Negatif"
"Warna lebay pastinya, kecewa.","Negatif"
"Game di sini cepat sungguh!","Positif"
"Gas agak kurang sih menurutku.","Netral"
"Buat Loading-nya cukup memadai, gak lebih.","Netral"
"Buat Admin-nya cukup membantu, gak lebih.","Netral"
"Tombol cukup memadai sih menurutku.","Netral"
"Listrik ribet beneran, kecewa.","Negatif"
"Baju agak kurang sih menurutku.","Netral"
"Buat Sinyal-nya terlalu biasa, gak lebih.","Netral"
"Kasir perlu ditingkatkan sih menurutku.","Netral"
"Loading bisa dimaklumi sih menurutku.","Netral"
"Gak nyangka Tablet-nya bakal berisik gini.","Negatif"
"Game cukup tenang sih menurutku.","Netral"
"Koki di sini aman dijamin!","Positif"
"Lobby di sini rapi serius!","Positif"
"pokoknya Admin-nya berkelas.","Positif"
"Printer cukup aman sih menurutku.","Netral"
"Desain gagal sekali, kecewa.","Negatif"
"Kasir di sini tertata jujur!","Positif"
"Kasir di sini canggih tadinya!","Positif"
"AC cukup memadai sih menurutku.","Netral"
"Makanan cukup responsif sih menurutku.","Netral"
"Gak nyangka Admin-nya bakal susah gini.","Negatif"
"Guling cukup bersih sih menurutku.","Netral"
"Parkir di sini cepat pasti!","Positif"
"Game cukup luas sih menurutku.","Netral"
"jujur Baju-nya luar biasa.","Positif"
"Gak nyangka Supir-nya bakal buruk sekali gini.","Negatif"
"Gak nyangka Satpam-nya bakal kuno gini.","Negatif"
"awalnya Odol-nya responsif.","Positif"
"rupanya Lobby-nya responsif.","Positif"
"Buat Air-nya seperti biasa, gak lebih.","Netral"
"Admin di sini lega jujur!","Positif"
"Staff di sini mantap beneran!","Positif"
"Buat Pengiriman-nya sesuai harga, gak lebih.","Netral"
"Security cukup nyaman sih menurutku.","Netral"
"serius Makanan-nya harum.","Positif"
"ternyata Security-nya worth it.","Positif"
"Printer masih oke sih menurutku.","Netral"
"Lemari kusam asli, kecewa.","Negatif"
"Gak nyangka Remote-nya bakal jorok gini.","Negatif"
"sungguh Tangga-nya mudah digunakan.","Positif"
"Gak nyangka Kipas-nya bakal penipuan gini.","Negatif"
"Pengiriman kotor banget, kecewa.","Negatif"
"Kasir cukup sih menurutku.","Netral"
"pasti Interface-nya modern.","Positif"
"Buat Gas-nya cukup tenang, gak lebih.","Netral"
"Pelayan di sini rapi jelas!","Positif"
"Sampo di sini aman benar-benar!","Positif"
"Baterai di sini luas pasti!","Positif"
"Buat Shower-nya perlu ditingkatkan, gak lebih.","Netral"
"rupanya HP-nya luar biasa.","Positif"
"Toilet kuno jelas, kecewa.","Negatif"
"sumpah Spa-nya worth it.","Positif"
"Sepatu cukup tenang sih menurutku.","Netral"
"Kamera normal sih menurutku.","Netral"
"Meja agak kurang sih menurutku.","Netral"
"Gak nyangka Toilet-nya bakal mahal gini.","Negatif"
"Buat Remote-nya cukup nyaman, gak lebih.","Netral"
"Tombol lambat beneran, kecewa.","Negatif"
"Gak nyangka Kamera-nya bakal kasar gini.","Negatif"
"Admin di sini kreatif sungguh!","Positif"
"Kualitas buruk sekali sekali, kecewa.","Negatif"
"Gak nyangka Baterai-nya bakal aneh gini.","Negatif"
"Pintu kusam rupanya, kecewa.","Negatif"
"Makanan tidak ada yang spesial sih menurutku.","Netral"
"tentu Tombol-nya aman.","Positif"
"Gak nyangka Parkir-nya bakal pengap gini.","Negatif"
"Kamera berisik jujur, kecewa.","Negatif"
"Jendela buruk sekali yakin, kecewa.","Negatif"
"Gak nyangka Kurir-nya bakal angker gini.","Negatif"
"Buat Tangga-nya cukup membantu, gak lebih.","Netral"
"awalnya Kulkas-nya patut dicoba.","Positif"
"Loading panas sekali, kecewa.","Negatif"
"yakin Parkiran-nya canggih.","Positif"
"Pelayanan di sini juara tadinya!","Positif"
"Gak nyangka Warna-nya bakal kampungan gini.","Negatif"
"Wifi lambat rupanya, kecewa.","Negatif"
"Shower di sini elegan banget!","Positif"
"sumpah Shower-nya patut dicoba.","Positif"
"Printer seperti biasa sih menurutku.","Netral"
"Warna di sini mudah digunakan jelas!","Positif"
"Buat Listrik-nya cukup baik, gak lebih.","Netral"
"Desain masih oke sih menurutku.","Netral"
"Pelayanan di sini indah jelas!","Positif"
"Film lumayan sih menurutku.","Netral"
"sumpah Warna-nya recommended.","Positif"
"Game cukup tenang sih menurutku.","Netral"
"Buat Laptop-nya cukup ramah, gak lebih.","Netral"
"banget Parkiran-nya sejuk.","Positif"
"memang Listrik-nya mudah digunakan.","Positif"
"Buat Parkiran-nya cukup ramah, gak lebih.","Netral"
"Lobby di sini aman sungguh!","Positif"
"Handuk cukup sih menurutku.","Netral"
"Kolam cukup terang sih menurutku.","Netral"
"Gak nyangka Sabun-nya bakal palsu gini.","Negatif"
"Gak nyangka Pulsa-nya bakal kotor gini.","Negatif"
"Makanan berdebu memang, kecewa.","Negatif"
"Kurir kotor awalnya, kecewa.","Negatif"
"sungguh Parkiran-nya rapi.","Positif"
"Mouse di sini patut dicoba ternyata!","Positif"
"Gak nyangka Dinding-nya bakal bikin emosi gini.","Negatif"
"Produk berkarat asli, kecewa.","Negatif"
"ternyata Handuk-nya nyaman.","Positif"
"Kipas di sini lega akhirnya!","Positif"
"tadinya Remote-nya higienis.","Positif"
"Pelayan di sini estetik akhirnya!","Positif"
"Kipas lumayan sih menurutku.","Netral"
"Buat Pulsa-nya seperti biasa, gak lebih.","Netral"
"Harga di sini recommended tentu!","Positif"
"Gak nyangka Printer-nya bakal gelap gini.","Negatif"
"Buat Pelayan-nya sedang-sedang saja, gak lebih.","Netral"
"Kasur usang jujur, kecewa.","Negatif"
"ternyata Bensin-nya unik.","Positif"
"Buat Ukuran-nya sesuai deskripsi, gak lebih.","Netral"
"Loading di sini steril tentu!","Positif"
"Celana di sini tertata sungguh!","Positif"
"memang Desain-nya rapi.","Positif"
"Gak nyangka Lampu-nya bakal berdebu gini.","Negatif"
"Buat Baterai-nya cukup luas, gak lebih.","Netral"
"Lobby tidak ada yang spesial sih menurutku.","Netral"
"Gak nyangka Scanner-nya bakal kusam gini.","Negatif"
"Keyboard di sini unik serius!","Positif"
"yakin Printer-nya higienis.","Positif"
"Baju di sini harum ternyata!","Positif"
"Lemari average sih menurutku.","Netral"
"Buat Lift-nya cukup responsif, gak lebih.","Netral"
"Celana cukup membantu sih menurutku.","Netral"
"Website jelek tentu, kecewa.","Negatif"
"Kursi cukup bersih sih menurutku.","Netral"
"Lemari jelek awalnya, kecewa.","Negatif"
"Parkir di sini luar biasa pokoknya!","Positif"
"Gak nyangka Wifi-nya bakal panas gini.","Negatif"
"Gym bisa dimaklumi sih menurutku.","Netral"
"sungguh Lobby-nya worth it.","Positif"
"Buat Kurir-nya lumayan, gak lebih.","Netral"
"banget Selimut-nya bikin nagih.","Positif"
"Gak nyangka Jendela-nya bakal membingungkan gini.","Negatif"
